date,period_label,period,name,autor,comment,category,theme,wiki
1632,XVIIème siècle,25,Dialogues sur les deux traités du monde,Galilée,,SC,,
1633,XVIIème siècle,25,Procès de Galilée,,,SC,,
1633,XVIIème siècle,25,Traité de l’homme,Descartes,"“(inachevé), complète l’optique avec les esprits animaux”",PH,,
1636,XVIIème siècle,25,Le Cid,Corneille,"(Vs Académie,fin heureuse,pas d’unité)",LI,,
1637,XVIIème siècle,25,Discours de la Méthode,Descartes,,PH,,
1637,XVIIème siècle,25,Harmonie Universelle,Mersenne,détermination fréquence d'un son audible (à 84 Hz),SC,,
1637,XVIIème siècle,25,Enlèvement des Sabines,Poussin,"(Classicisme, antique, perspective, chaos dans l'équilibre)",LI,,
1640,XVIIème siècle,25,Publication posthume de l’augustinus,Jensen,(jansénisme) vs casuistique et absol,RE,,
1641,XVIIème siècle,25,Méditation Métaphysique,Descartes,,PH,,
1642,XVIIème siècle,25,Le citoyen,Hobbes,,PH,,
1642,XVIIème siècle,25,Début guerre civile anglaise,,,,"”[”histoire de l’Angleterre”]""",
1643,XVIIème siècle,25,Expérience de Torricelli,,avant Pascal sur le vide,SC,,
1643,XVIIème siècle,25,Mort de Louis XIII,,,,"”[”histoire de France”]""",
1643,XVIIème siècle,25,Victoire grand condé victoire à Rocroi,,,,"”[”histoire de France”]""",
1644,XVIIème siècle,25,Principes de la philosophie,Descartes,,PH,,
1644,XVIIème siècle,25,Fin de la dynastie Ming en Chine,,"(argent,impot,guerre espagne)",,"”[”histoire de Chine”]""",
1644,XVIIème siècle,25,Début de la dynastie Qing,,(jusque 1912),,"”[”histoire de Chine”]""",
1647,XVIIème siècle,25,Préface pour un Traité sur le vide,Pascal,,PH,,
1648,XVIIème siècle,25,Traité Westphalie (fin guerre 30/80 ans),,"“l’absolutisme s’impose sur la féodalité, Principe souveraineté externe et interne (plus suzeraineté) et anti hégémonie",,,
1648,XVIIème siècle,25,Début de la Fronde,,(jusqu’à 1652),,"”[”histoire de France”]""",
1649,XVIIème siècle,25,Début de Dictature de Cromwell,,(Charles 1er décapité),,"”[”histoire de l’Angleterre”]""",
1649,XVIIème siècle,25,Les passions de l’âme,Descartes,,PH,,
1650,XVIIème siècle,25,Johan de Witt devient pensionnaire de Hollande,,,,,
1651,XVIIème siècle,25,Léviathan,Hobbes,,PH,,
1651,XVIIème siècle,25,Exécution de Charles I (catholique),,(fin Première guerre civile),,"”[”histoire de l’Angleterre”]""",
1652,XVIIème siècle,25,Début des guerres anglo-néerlandaises,,"(fin 1774), (fin Première guerre civile)",,"”[”histoire de l’Angleterre”]""",
1660,XVIIème siècle,25,Restauration anglaise Charles II,,,,"”[”histoire de l’Angleterre”]""",
1661,XVIIème siècle,25,Début du règne de louis XIV,,,,"”[”histoire de France”]""",
1668,XVIIème siècle,25,Le corbeau et le renard,La fontaine,,LI,,
1670,XVIIème siècle,25,Somme Théologico-politique,Spinoza,,PH,,
1672,XVIIème siècle,25,Guerre de Hollande (1678),,Triomphe de la France,,"”[”histoire de France”]""",
1674,XVIIème siècle,25,Art Poétique,Boileau VS Perrault,,LI,,
1674,XVIIème siècle,25,De la recherche de la vérité,Malebranche,,PH,,
1677,XVIIème siècle,25,Publication de l’éthique et du Traité Politique (Posthume),Spinoza,,PH,,
1681,XVIIème siècle,25,Le discours sur l’histoire universelle,Bossuet,,PH,,
1683,XVIIème siècle,25,Pensées diverses sur la comète,Bayle,,PH,,
1683,XVIIème siècle,25,Empire Ottoman vaincu à Vienne,,,,"”[”histoire ottomane”]""",
1684,XVIIème siècle,25,Réouverture du commerce avec la Chine,,(Kangxi) 4 douanes dont Canton,,"”[”histoire de Chine”]""",
1685,XVIIème siècle,25,Révocation édit de Nantes,,(Louis XIV),,"”[”histoire de France”]""",
1686,XVIIème siècle,25,Discours de métaphysique,Leibniz,,PH,,
1687,XVIIème siècle,25,Principes mathématique de la philosophie naturelle,Newton,,SC,,
1689,XVIIème siècle,25,Essai sur l’entendement humain,Locke,,PH,,
1689,XVIIème siècle,25,Le traité de gouvernement civil,Locke,,PH,,
1689,XVIIème siècle,25,Lettre sur la tolérance,Locke,,PH,,
1689,XVIIème siècle,25,Glorieuse révolution,,"“(William III d’Orange, protestant, libéral), Bill of Rights”",,,
1690,XVIIème siècle,25,Second traité de gouvernement civil,Locke,,PH,,
1704,XVIIIème siècle,26,Traité de l'existence de Dieu et de la religion naturelle et révélée,Clarke,"(rat,new)",PH,,
1710,XVIIIème siècle,26,Essai de théodicée,Leibniz,,PH,,
1710,XVIIIème siècle,26,Principes de la connaissances humaines,Berkeley,,PH,,
1714,XVIIIème siècle,26,Monadologie,Leibniz,,PH,,
1715,XVIIIème siècle,26,"Mort de Louis XIV,début régence",,"(on souffle, libertinage)",,"”[”histoire de France”]""",
1717,XVIIIème siècle,26,Pèlerinage à l'île de Cythère,Watteau,"(Rococo, fête galante, contours flous, colori)",LI,,
1730,XVIIIème siècle,26,Le jeu de l’amour et du hasard,Marivaux,,LI,,
1746,XVIIIème siècle,26,Essai sur l’origine des connaissances humaines,Condillac,,PH,,
1748,XVIIIème siècle,26,Esprit des lois,Montesquieu,,PH,,
1750,XVIIIème siècle,26,Construction du petit Trianon,,(néoclassique) pour M Pompadour par Louis XV,LI,,
1750,XVIIIème siècle,26,Mort de Bach (et du Baroque),,(contrepoint) plutôt prussien,LI,,
1751,XVIIIème siècle,26,Enquête sur les principes de la morale,Hume,,PH,,
1751,XVIIIème siècle,26,L’encyclopédie,Diderot,,PH,,
1755,XVIIIème siècle,26,Tremblement de terre de Lisbonne (20.000 morts),,,,,
1756,XVIIIème siècle,26,Guerre de 7 ans,,Prusse/Britannique vs France/Autriche/Suède/Espagne,,,
1757,XVIIIème siècle,26,L’histoire naturelle de la religion,Hume,,PH,,
1758,XVIIIème siècle,26,Enquête sur l'entendement humain,Hume,,PH,,
1762,XVIIIème siècle,26,Du contrat social,Rousseau,,PH,,
1762,XVIIIème siècle,26,L’Emile,Rousseau,,PH,,
1762,XVIIIème siècle,26,L’encyclopédie,Diderot D’alembert,,PH,,
1763,XVIIIème siècle,26,Traité de Paris,,"fin guerre 7 ans, début domination britannique (Inde/USA)",,"”[”histoire de France”]""",
1764,XVIIIème siècle,26,Sugar Act,,"pour financer la guerre de 7, les british taxent les 13 colonie",,"”[”histoire de l’Angleterre”,”histoire américaine”]""",
1773,XVIIIème siècle,26,Boston tea Party,,cargaison anglaise qui échappe au taxe est jetée à l’eau,,"”[”histoire de l’Angleterre”,”histoire américaine”]""",
1774,XVIIIème siècle,26,Mort de Louis XV,,,,"”[”histoire de France”]""",
1774,XVIIIème siècle,26,Les souffrances du jeune Werther,Goethe,(Sturm und Drang (romantisme)),LI,,
1776,XVIIIème siècle,26,Recherches sur la nature et les causes de la richesse des nations,Smith,,SC,,
1776,XVIIIème siècle,26,Déclaration d’indépendance,,,,”[”histoire de l’Angleterre”,
1779,XVIIIème siècle,26,Rôle de l'oxygène,Lavoisier,"partie vitale de l’air (l’année suivante, plante et animaux)",SC,,
1781,XVIIIème siècle,26,Critique de la raison pure,Kant,,PH,,
1782,XVIIIème siècle,26,Les Brigands,Schiller,(Sturm und Drag),LI,,
1784,XVIIIème siècle,26,Synthèse de l’eau,Cavendish,,SC,,
1785,XVIIIème siècle,26,Le serment des Horaces,David,"(Néo-classicisme,détail réalisme, géométrie) ",LI,,
1787,XVIIIème siècle,26,La Méthode de nomenclature chimique,Lavoisier & Co,,SC,,
1787,XVIIIème siècle,26,Constitution américaine,,,,"[”histoire américaine”]""",
1788,XVIIIème siècle,26,Critique de la raison pratique,Kant,,PH,,
1788,XVIIIème siècle,26,Le fédéraliste,"“Madison, Hamilton”",(démocratie représentative),PH,,
1789,XVIIIème siècle,26,Traité élémentaire de chimie,Lavoisier,,SC,,
1789,XVIIIème siècle,26,Etats Généraux,,,,"”[”histoire de France”]""",
1789,XVIIIème siècle,26,Jeu de Paume,,(20 juin),,"”[”histoire de France”]""",
1789,XVIIIème siècle,26,Bastille,,,,"”[”histoire de France”]""",
1789,XVIIIème siècle,26,Nuit du 4 aout,,,,"”[”histoire de France”]""",
1789,XVIIIème siècle,26,Révolte paysanne,,,,"”[”histoire de France”]""",
1789,XVIIIème siècle,26,Abolition privilèges,,,,"”[”histoire de France”]""",
1789,XVIIIème siècle,26,Déclaration des droits du citoyen,,(26 aout),,"”[”histoire de France”]""",
1789,XVIIIème siècle,26,Marche des femmes,,5 Oct,,"”[”histoire de France”]""",
1789,XVIIIème siècle,26,Roi quitte Versailles,,,,"”[”histoire de France”]""",
1789,XVIIIème siècle,26,Monarchie constitutionnelle,,,,"”[”histoire de France”]""",
1790,XVIIIème siècle,26,Critique de la faculté de juger,Kant,,PH,,
1791,XVIIIème siècle,26,Varenne,,(21 juin),,"”[”histoire de France”]""",
1791,XVIIIème siècle,26,Fusillade du champ de Mars (17 juillet),,Lafayette/Bailly vs Danton/Marat,,"”[”histoire de France”]""",
1791,XVIIIème siècle,26,Constitution de 1791(septembre),,,,"”[”histoire de France”]""",
1791,XVIIIème siècle,26,Loi Le chapelier,,(Par les Girondins libéraux et bellicistes),,"”[”histoire de France”]""",
1791,XVIIIème siècle,26,Justine ou les malheurs de la vertu,Sade,,LI,,
1791,XVIIIème siècle,26,Requiem,Mozart,(sous Joseph II d’autriche),LI,,
1792,XVIIIème siècle,26,Première République (Septembre),,,,"”[”histoire de France”]""",
1792,XVIIIème siècle,26,Première coalition,,"(Autriche puis Prusse, puis Angleterre et Hollande en 1793)",,"”[”histoire de France”]""",
1792,XVIIIème siècle,26,Manifeste de Brunswick et Commune insurrectionnelle,,,,,
1792,XVIIIème siècle,26,Massacre de Septembre,,des prisonniers dont les prêtres réfractaires,,"”[”histoire de France”]""",
1792,XVIIIème siècle,26,Valmy,,(20 septembre) fin de la déroute,,"”[”histoire de France”]""",
1793,XVIIIème siècle,26,Exécution de Louis XVI,,21 January,,"”[”histoire de France”]""",
1793,XVIIIème siècle,26,Début insurrection Vendéenne Cholet,,3 mars (suite conscription),,"”[”histoire de France”]""",
1793,XVIIIème siècle,26,Création du Comité de salut public,,6 avril (pour mater la vendée),,"”[”histoire de France”]""",
1793,XVIIIème siècle,26,Assassinat de Mart,,(juillet) Robespierre est au salut public,,"”[”histoire de France”]""",
1793,XVIIIème siècle,26,"Loi des suspects, début de la terreur",,13 September,,"”[”histoire de France”]""",
1794,XVIIIème siècle,26,Abolition temporaire de l’esclavage,,,,"”[”histoire de France”]""",
1794,XVIIIème siècle,26,Exécution de Herbert (Gauche) puis en avril de Danton de Desmoulins (Droite),,mars,,"”[”histoire de France”]""",
1794,XVIIIème siècle,26,Fête de l’être suprême,,juin,,"”[”histoire de France”]""",
1794,XVIIIème siècle,26,Exécution de Robespierre et de Saint Just,,(juillet),,,
1795,XVIIIème siècle,26,Expérience de Lavoisier sur l’air et l’eau,,,SC,,
1795,XVIIIème siècle,26,Directoire,,,,"”[”histoire de France”]""",
1798,XVIIIème siècle,26,Essai sur le principe de la population,Malthus,,SC,,
1799,XVIIIème siècle,26,Deuxième coalition,,(Egypte + Deuxième guerre Italie),,"”[”histoire de France”]""",
1799,XVIIIème siècle,26,Coup d’Etat du 18 brumaine,,(9 novembre),,"”[”histoire de France”]""",
1799,XVIIIème siècle,26,Sonate Pathétique,Beethoven,(pont entre classicisme viennois et romantisme),LI,,
1803,XIXème siècle,27,Traité d’économie politique,Say,,SC,,
1804,XIXème siècle,27,Napoléon devient empereur,,,,"”[”histoire de France”]""",
1805,XIXème siècle,27,Troisième Coalition,,(Austerlitz),,"”[”histoire de France”]""",
1806,XIXème siècle,27,Iéna,,(défaite Prusse) participation de Clausewitz.(échelon corps d’armée),,"”[”histoire de France”]""",
1806,XIXème siècle,27,Dissolution du Saint-empire,,création confédération du Rhin,,"”[”histoire de France”]""",
1807,XIXème siècle,27,Discour à la nation allemande,Fichte,,PH,,
1809,XIXème siècle,27,Philosophie zoologique,Lamarck,,SC,,
1812,XIXème siècle,27,6ème Coalition,,(campagne de Russie),,"”[”histoire de France”]""",
1813,XIXème siècle,27,Interdiction travail des enfants de moins de 10 ans dans les mines,,,,"”[”histoire de France”]""",
1815,XIXème siècle,27,Waterloo /Congrès de Vienne / Restauration (Louis XVIII),,,,"”[”histoire de France”]""",
1817,XIXème siècle,27,Encyclopédie des sciences philosophiques,Hegel,,PH,,
1817,XIXème siècle,27,Principes de l'économie politique et de l'impôt,Ricardo,,SC,,
1819,XIXème siècle,27,Première édition du monde comme volonté et représentation,Schopenhauer,,PH,,
1820,XIXème siècle,27,Lobatchevski définit une nouvelle géométrie,,,SC,,
1820,XIXème siècle,27,Mémoire d’Ampère sur l’action mutuelle de courants électriques,,,SC,,
1827,XIXème siècle,27,Préface de Cromwell,Hugo,(définition romantisme),LI,,
1830,XIXème siècle,27,Premier Tome des cours de philosophie de Comte,,,PH,,
1830,XIXème siècle,27,Trois glorieuses / Monarchie de Juillet Louis-philippe (Orléaniste),,,,"”[”histoire de France”]""",
1830,XIXème siècle,27,La liberté guidant le peuple,Delacroix,"(Romantisme, cadrage, instantanéité)",LI,,
1832,XIXème siècle,27,Journées révolutionnaires de 1832 (Misérables),,,,"”[”histoire de France”]""",
1832,XIXème siècle,27,Fondation société Jardine Matheson (vente Opium en Chine),,écossais,,"”[”histoire de Chine”]""",
1835,XIXème siècle,27,De la Démocratie en Amérique ,Tocqueville,"(Tome 1, le 2 en 1840)",PH,,
1835,XIXème siècle,27,Leçon sur l’esthétique,Hegel,(posthume mort 1831),PH,,
1840,XIXème siècle,27,Qu’est ce que la propriété,Proudhon,(federalisme muttuellisme),PH,,
1842,XIXème siècle,27,Fin de la 1ère guerre de l’opium,,Hong Kong devient britannique (siècle humiliation),,"”[”histoire de Chine”]""",
1844,XIXème siècle,27,L’unique et sa propriété,Max Stirner,(Anarchisme individualiste),PH,,
1846,XIXème siècle,27,Découverte de Neptune,Urbain Leverrier,(pvt d’Uranus),SC,,
1848,XIXème siècle,27,Printemps des peuples/ 2nd République,,,,"”[”histoire de France”]""",
1848,XIXème siècle,27,En allemagne parlement de Francfort,,(Wagner/Marx),,"”[”histoire de l’Allemagne”]""",
1848,XIXème siècle,27,Première guerre d’indépendance italienne,,,,"”[”histoire de l’Italie”]""",
1851,XIXème siècle,27,Expérience du pendule de Foucault,,rotation de la terre sur elle-même,SC,,
1851,XIXème siècle,27,Coup d’Etat du 18 Brumaire par Louis Napoléon Bonaparte,,,,"”[”histoire de France”]""",
1853,XIXème siècle,27,Guerre de Crimée (Sébastopol,Malakoff),,,"”[”histoire de France”]""",
1854,XIXème siècle,27,Les lois de la pensée,Boole,,PH,,
1857,XIXème siècle,27,Les fleurs du mal,Baudelaire,,LI,,
1859,XIXème siècle,27,L’origine des espèces,Darwin,,SC,,
1859,XIXème siècle,27,2ème guerre d'indépendance italienne,,"(France, Sarde VS Autriche, Solférino, Magenta)",,"”[”histoire de l’Italie”]""",
1860,XIXème siècle,27,fin de la 2ème guerre de l’opium,,,,"”[”histoire de Chine”]""",
1861,XIXème siècle,27,Début de la guerre de Sécession,,(jusqu’à 1865),,"”[”histoire de l’Amérique”]""",
1862,XIXème siècle,27,Les Misérables,Hugo,,LI,,
1863,XIXème siècle,27,1ère internationale,,(Marx vs Bakounine (collectivisme)),,,
1863,XIXème siècle,27,Déjeuner sur l’herbe,Manet,"(Proto-impressionisme Vs académisme, nu gratuit, couleur)",LI,,
1863,XIXème siècle,27,Fondation de la croix Rouge,,(témoignage de solférino),,,
1864,XIXème siècle,27,Syllabus de Pie IX sur les erreurs de la modernité,,"(rationaliste, liberté conscience….)",,,
1865,XIXème siècle,27,Fondation de la HSBC pour financer le commerce de l’opium,,,,"”[”histoire de Chine”]""",
1866,XIXème siècle,27,Recherche sur des hybrides végétaux,Mendel,,SC,,
1867,XIXème siècle,27,Le capital livre I,Marx,,PH,,
1869,XIXème siècle,27,Création canal de Suez,,,,,
1870,XIXème siècle,27,Vatican I infaillibilité pontificale,,"(fin des états pontificaux, victor Emmanuel II)",,,
1871,XIXème siècle,27,Révolution marginaliste,Menger et Walras,(utilité marginale décroissante),SC,,
1872,XIXème siècle,27,Considérations sur la marche des idées et des événements dans les temps modernes,Cournot,,PH,,
1874,XIXème siècle,27,Théorie naïve des ensembles,Cantor,,SC,,
1875,XIXème siècle,27,Carmen,Bizet,,LI,,
1875,XIXème siècle,27,Lac des cygnes,Tchaicovski,,LI,,
1875,XIXème siècle,27,Inauguration Opéra Garnier,,,LI,,
1878,XIXème siècle,27,Traité de Berlin,,"création Bulgarie, Roumanie, Serbie, Monténégro vs Ottoman”",,,
1882,XIXème siècle,27,Parsifal,Wagner,,LI,,
1882,XIXème siècle,27,Qu’est ce qu’une nation,Renan,,PH,,
1884,XIXème siècle,27,Fondements de l’arithmétique,Frege,,PH,,
1886,XIXème siècle,27,Par delà le bien et le mal,Nietzsche,,PH,,
1887,XIXème siècle,27,Généalogie de la morale,Nietzsche,,PH,,
1888,XIXème siècle,27,Chambre de Van-Gogh à Arles,Van-Gogh,,LI,,
1889,XIXème siècle,27,Axiomatique de l’arithmétique,Praeo,,SC,,
1895,XIXème siècle,27,Étude sur l’hystérie,Freud,,SC,,
1895,XIXème siècle,27,Guerre sino-japonais,,,,"”[”histoire de Chine”]""",
1896,XIXème siècle,27,Matière et Mémoire,Bergson,,PH,,
1897,XIXème siècle,27,L’année sociologique et Le suicide,Durkheim,,SC,,
1899,XIXème siècle,27,Axiomatique géométrique,Hilbert,,SC,,
1900,XXème siècle,28,Révolte des Boxers,,l’alliance étrangère occupe Pékin,,"”[”histoire de Chine”]""",
1902,XXème siècle,28,La science et l’hypothèse,Poincaré,,PH,,
1903,XXème siècle,28,Principes des mathématiques,Russel,,PH,,
1903,XXème siècle,28,Communisme et anarchie,Kropotkine,communisme libertaire (à chacun selon),PH,,
1905,XXème siècle,28,Relativité restreinte,Einstein,,SC,,
1906,XXème siècle,28,"La théorie Physique, son objet, sa structure",Duhem,,PH,,
1913,XXème siècle,28,Les idées directrices pour une phénoménologie,Husserl,,PH,,
1915,XXème siècle,28,Théorie de la relativité générale,Einstein,,SC,,
1916,XXème siècle,28,Cours de linguistique générale,Saussure,,PH,,
1921,XXème siècle,28,Tractatus logico-philosophicus,Wittgenstein,,PH,,
1927,XXème siècle,28,Etre et temps,Heidegger,,PH,,
1929,XXème siècle,28,Accord de Latran entre Mussolini et Pie XI,,,,"”[”histoire de l’Italie”]""",
1931,XXème siècle,28,Deux théorèmes de Godel,,,SC,,
1932,XXème siècle,28,La Philosophie des Lumières,Cassirer,,PH,,
1934,XXème siècle,28,La logique de la découverte scientifique,Popper,,PH,,
1934,XXème siècle,28,La pensée et le mouvement,Bergson,,PH,,
1936,XXème siècle,28,"Théorie générale de l'emploi,de l'intérêt et de la monnaie",,Keynes,SC,,
1940,XXème siècle,28,Science and Linguistics,Worf,neige des esquimaux,PH,,
1943,XXème siècle,28,L’être et le néant,Sartre,,PH,,
1945,XXème siècle,28,La phénoménologie de la perception,Merleau Ponty,,PH,,
1948,XXème siècle,28,Triomphe en URSS de la génétique mitchourinienne de Lyssenko,,,SC,,
1960,XXème siècle,28,Linguistics and Poetics,Roman Jakobson,(fonction du langage),SC,,
1961,XXème siècle,28,Totalité et infinité,Lévinas,,PH,,
1962,XXème siècle,28,Structure des découvertes scientifiques,Kuhn,,PH,,
1962,XXème siècle,28,Vatican II,,(jean XXIII puis Paul VI) termine en 1965,RE,"”[”histoire chrétienne""]""",
1964,XXème siècle,28,Histoire de la folie à l'âge classique,Foucault,,PH,,
1966,XXème siècle,28,The Social Stratification of English in New York City,Labov,sociolinguistique,SC,,
1969,XXème siècle,28,Création ARPAnet,réseau militaire qui se veut décentralisé,,SC,,
1970,XXème siècle,28,Forme achevée du modèle standard de la physique des particules,,,SC,,
1971,XXème siècle,28,Théorie de la Justice,Rawls,,PH,,
1972,XXème siècle,28,Apparition des e-mails pour échanger des messages.,,,,,
